productCode,image,category,price,name,description
799871FADRV9051,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716892203/799871_FADRV_9051_001_100_0000_Light.jpg,TRAVEL,2150.0,حقيبة قماشية كبيرة بنقش GG,"منذ إطلاق حذاء سنيكرز ""Gucci Tennis"" من السبعينيات حتى يومنا الحالي، تستمر الدار في التعبير عن ارتباطها القوي بعالم الرياضة مع قطع مميّزة تركّز على الإرث كما على الابتكار. تظهر هذه الحقيبة القماشية متعددة الاستخدامات والعملية بكانفاس GG Supreme Tender باللون الأبيض."
7993770AABE1043,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714492948/799377_0AABE_1043_001_100_0000_Light.jpg,WOMENS BELTS,470.0,حزام رفيع مع مشبك شعار G المتشابك المستدير,تزدان القطع الأساسية ومتعددة الاستخدامات برموز الدار الأكثر شهرةً. يتميّز هذا الحزام الرفيع المصنوع من الجلد اللمّاع باللون الأسود بنسخةٍ أرشيفية عن قطعة مونوغرام الدار المعدنية.
799001FADVB6242,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716912934/799001_FADVB_6242_001_085_0000_Light.jpg,WOMENS SMLG,1980.0,حقيبة باكت فائقة الصغر بنقش GG,أُعيد تفسير مونوغرام GG بطريقة عصرية، وتم منحه شكلاً منحنياً بعض الشيء مع إسقاط تظليل لخلق حس بالحجم الكبير. وفي هذا التصميم، يظهر الشعار المميّز فوق حقيبة باكت الصغيرة للغاية هذه والمصنوعة من كانفاس GG Supreme باللون الأحمر Gucci Rosso Ancora والألوان المتعددة.
798854AADU09094,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710786615/798854_AADU0_9094_001_100_0000_Light.jpg,WOMENS SHOES,1050.0,حذاء سنيكرز Screener للنساء,استوحي حذاء سنيكرز Screener من تصاميم الأحذية الرياضية الكلاسيكية من السبعينيات، وهو يحمل هذا الاسم تيمّناً بالحركة الرياضية الدفاعية. وهنا، يتم تقديم التصميم الرمزي بالجلد باللون الأبيض مع إدخال من الجلد بنقش شعار GG نافر
798715AADPJ6207,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1710180966/798715_AADPJ_6207_001_068_0000_Light.jpg,HANDBAGS,2500.0,حقيبة كتف GG Marmont صغيرة,لطالما دمجت مجموعة GG Marmont بين الأقمشة والتصاميم المبتكرة، ولمجموعة ما قبل الخريف، يعزّز جيبان مزوّدان بسحّاب على الجهة الخارجية أكثر الشكل الهندسي الاستثنائي والأناقة المميّزة للجلد المبطن بتصميم شيفرون. تكتمل حقيبة الكتف الصغيرة هذه بالتدرج اللوني Gucci Rosso Ancora ببطانة داخلية من الجلد باللون العاجي وبقطعة معدنية بلمسات نهائية باللون الذهبي الفاتح وبحزام كتف قابل للتعديل من الجلد وعلى شكل سلسلة.
798715AADPJ1000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1709658099/798715_AADPJ_1000_001_068_0000_Light.jpg,HANDBAGS,2500.0,حقيبة كتف GG Marmont صغيرة,لطالما دمجت مجموعة GG Marmont بين الأقمشة والتصاميم المبتكرة، ولمجموعة ما قبل الخريف، يعزّز جيبان مزوّدان بسحّاب على الجهة الخارجية أكثر الشكل الهندسي الاستثنائي والأناقة المميّزة للجلد المبطن بتصميم شيفرون. تكتمل حقيبة الكتف الصغيرة هذه باللون الأسود ببطانة داخلية من الجلد بلون Gucci Rosso Ancora وبقطعة معدنية بلمسات نهائية باللون الذهبي الفاتح وبحزام كتف قابل للتعديل من الجلد وعلى شكل سلسلة.
798654AADV99566,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1712254575/798654_AADV9_9566_001_100_0000_Light.jpg,WOMENS SHOES,890.0,حذاء سنيكرز Ace من غوتشي مع شريط ويب للنساء,منذ انطلاقته، أصبح حذاء سنيكرز Ace قطعةً أساسية في قِصّة الدار. يتم تقديم نسخة جديدة عن الحذاء النوعيّ منخفض العنق في المجموعة الأخيرة، وهذه النسخة تشمل تفاصيل فريدة من نوعها.
798547XJGSK1192,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713458708/798547_XJGSK_1192_001_100_0000_Light.jpg,WOMENS RTW,690.0,تنورة قصيرة جداً من جيرسي الفيسكوز,أُعيد تخيّل الأنماط المميّزة بنسخ غير متوقعة، وهي تتماشى مع تصاميم جديدة على الجاكيتات والقمصان الفضفاضة وبدلات ملابس النوم. صُنعت هذه التنورة القصيرة جداً من جيرسي فيسكوز ناعم وتتعزّز بتطريز شعار Gucci.
798544XJGSK1192,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715704203/798544_XJGSK_1192_001_100_0000_Light.jpg,WOMENS RTW,1400.0,سويت شيرت مزوّد بقلنسوة من جيرسي الفيسكوز,أُعيد تخيّل الأنماط المميّزة بنسخ غير متوقعة، وهي تتماشى مع تصاميم جديدة على الجاكيتات والقمصان الفضفاضة وبدلات ملابس النوم. صُنع هذا السويت شيرت الفضفاض مع قلنسوة بجيرسي الفيسكوز ويزدان بتطريز شعار Gucci.
798504I46008005,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714488437/798504_I4600_8005_001_100_0022_Light.jpg,FASHION JEWELRY,430.0,سوار على شكل سلسلة مع أحرف Gucci,تظهر مجموعة المجوهرات العصرية المميّزة والمزيّنة بنسخة مائلة عن أحرف شعار Gucci بطبقة نهائية جديدة لمّاعة، فتغني القلادات والأساور وغيرها من الإكسسوارات على شكل حلية أو دلاية في الوسط. وفي هذا التصميم، يزيّن التفصيل هذا السوار على شكل سلسلة من المعدن بلمسات نهائية باللون الذهبي.
798015XKDWS4452,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713457989/798015_XKDWS_4452_001_100_0000_Light.jpg,WOMENS RTW,1700.0,بلوزة بولو من الصوف والكشمير,تكتمل الأقمشة الأنيقة وخفيفة الوزن بمجموعة ألوان باستيل. صُنعت بلوزة بولو هذه بالقَصّة الضيقة من صوف وكشمير باللون الأزرق الفاتح وتتميّز بتطريز لشعار G المتشابك على امتداد الصدر.
797922ZARGY4903,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716360456/797922_ZARGY_4903_001_100_0000_Light.jpg,WOMENS RTW,880.0,قميص من قطن أكسفورد بنقش GG بتأثير بصري,يستكشف مونوغرام GG تفسيرات حديثة للتصاميم. على الجلد والصوف والقطن، يظهر شعار GG المميّز منحنياً بعض الشيء مع إسقاط تظليل لخلق حس بالحجم الكبير. صُنع هذا القميص بالقَصّة الضيقة من قطن أكسفورد بنقش GG بتأثير بصري عصري.
797895XKD8E9200,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716833736/797895_XKD8E_9200_001_100_0000_Light.jpg,WOMENS RTW,1800.0,فستان بولو من الصوف البوكليه,يتم تعزيز اللون الأبيض باللون الأزرق البحري لملء خزانة الملابس بالقطع المناسبة والساحرة في الوقت ذاته ولجعلها تتمحور حول القطع ذات القَصّات الجذابة. صُنع فستان بولو الأنيق هذا من صوف بوكليه ويكتمل بأزرار أحادية اللون مطلية بالمينا بنقش شعار G المتشابك المستدير.
797888XKD8E9200,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716833729/797888_XKD8E_9200_001_100_0000_Light.jpg,WOMENS RTW,2100.0,كارديغان من الصوف بتأثير بوكليه,يتم تعزيز اللون الأبيض باللون الأزرق البحري لملء خزانة الملابس بالقطع المناسبة والساحرة في الوقت ذاته ولجعلها تتمحور حول القطع ذات القَصّات الجذابة. صُنع هذا الكارديغان بياقة على شكل V من صوف بوكليه مُبَرغل ويكتمل بأزرار مطلية بالمينا بنقش شعار G المتشابك المستدير.
797869AADYF3747,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717002906/797869_AADYF_3747_001_100_0000_Light.jpg,MENS BAGS,3850.0,حقيبة الكتف Jackie كبيرة الحجم,برز تصميم Gucci Jackie على منصة عرض أزياء خريف وشتاء 2024 للرجال، ويظهر بتصميم ناعم جديد مع إغلاق الخطاف بكبسة من المعدن بلمسات نهائية باللون الفضي. يمكن تعديل حزام الكتف، وتأتي الحقيبة مع حزام إضافي على شكل شريط ويب من الكانفاس، مما يسمح بحمل الحقيبة كبيرة الحجم هذه بطرق متعددة. صُنع هذا التصميم من الجلد اللمّاع باللون الأخضر الزيتوني.
797869AADYF2741,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715358810/797869_AADYF_2741_001_100_0000_Light.jpg,MENS BAGS,3850.0,حقيبة الكتف كبيرة الحجم Gucci Jackie,برزت حقيبة Gucci Jackie على منصة عرض أزياء خريف وشتاء 2024 للرجال، وتظهر بتصميم ناعم جديد مع إغلاق الخطاف بكبسة من المعدن بلمسات نهائية باللون الفضي. يمكن تعديل حزام الكتف، وتأتي الحقيبة مع حزام إضافي من الكانفاس على شكل شريط ويب مما يسمح بحملها بطرق مختلفة. صُنع هذا التصميم من الجلد اللمّاع باللون البني الفاتح.
797869AADYF9589,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1715185893/797869_AADYF_9589_001_100_0000_Light.jpg,MENS BAGS,3850.0,حقيبة الكتف كبيرة الحجم Gucci Jackie,برزت حقيبة Gucci Jackie على منصة عرض أزياء خريف وشتاء 2024 للرجال، وتظهر بتصميم ناعم جديد مع إغلاق الخطاف بكبسة من المعدن بلمسات نهائية باللون الفضي. يمكن تعديل حزام الكتف، وتأتي الحقيبة مع حزام إضافي على شكل شريط ويب من الكانفاس، مما يسمح بحمل الحقيبة كبيرة الحجم هذه بطرق متعددة. صُنع هذا التصميم من الجلد اللمّاع باللون العاجي.
7977123GANV9000,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1714410121/797712_3GANV_9000_001_100_0000_Light.jpg,SOFT ACCESSORIES,195.0,منشفة رياضية من مزيج القطن مع شريط ويب,"من حذاء سنيكرز ""Gucci Tennis"" من السبعينيات وحتى يومنا هذا، تستمر الدار بالتعبير عن الرابط القوي الذي يجمعها بعالم الرياضة مع قطع متميّزة تركّز على الإرث الغني كما على الابتكار. صُنعت هذه المنشفة الرياضية الناعمة من مزيج قطن باللون الأبيض وتزدان بتقليم شريط ويب باللونين الأخضر والأحمر."
797668J16912390,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717173967/797668_J1691_2390_001_100_0000_Light.jpg,EYEWEAR,350.0,إطار بصري مربع الشكل,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار مصنوع بتقنية الحقن بنقش صدفة ظهر السلحفاة الداكن مع شعار G مزدوج.
797668J16911090,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717173964/797668_J1691_1090_001_100_0000_Light.jpg,EYEWEAR,350.0,إطار بصري مربع الشكل,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار مصنوع بتقنية الحقن باللون الأسود مع شعار G مزدوج.
797666I33308091,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717173960/797666_I3330_8091_001_100_0000_Light.jpg,EYEWEAR,520.0,إطار بصري بتصميم عيون الهرة,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار معدني باللون الذهبي اللامع مع طرفَين من الأسيتات بنقش صدفة ظهر السلحفاة وشعار Gucci ورسم Horsebit.
797663J07402390,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717173950/797663_J0740_2390_001_100_0000_Light.jpg,EYEWEAR,405.0,إطار بصري بتصميم عيون الهرة,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار مصنوع من الأسيتات بنقش صدفة ظهر السلحفاة اللامع مع شعار G متشابك مستدير.
797663J07401090,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717173947/797663_J0740_1090_001_100_0000_Light.jpg,EYEWEAR,405.0,إطار بصري بتصميم عيون الهرة,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار مصنوع من الأسيتات باللون الأسود اللامع مع شعار G متشابك مستدير.
797645J07401090,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1717172247/797645_J0740_1090_001_100_0000_Light.jpg,EYEWEAR,480.0,إطار بصري بتصميم عيون الهرة,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار مصنوع من الأسيتات باللون الأسود اللامع مع شعار G متشابك.
797626IAAE48521,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716454850/797626_IAAE4_8521_001_100_0000_Light.jpg,FASHION JEWELRY,680.0,قلادة Gucci Blondie ضيقة من الحرير ومزيّنة بأحجار الكريستال,تغتني مجموعة Gucci Blondie، التي ترمز إلى شعار G المتشابك بشكل مستدير، لمجموعة ما قبل الخريف 2024 بجودة تتخطى حدود الزمن بفضل التصميم الدقيق والمرهف للآلئ المصنوعة من الراتنج وأحجار الكريستال. تتميّز هذه القلادة الضيقة بأحجار كريستال متلألئة وحبل من حرير باللون الأسود، وتكتمل بدلاية على شكل شعار مقصوص. يمكن تنسيقه مع إكسسوارات أخرى من التشكيلة ذاتها.
797605I98758623,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708619548/797605_I9875_8623_001_100_0030_Light.jpg,FASHION JEWELRY,520.0,سوار Gucci Blondie مزيّن بالكريستال,تغتني مجموعة Gucci Blondie، التي ترمز إلى شعار G المتشابك بشكل مستدير، لمجموعة ما قبل الخريف 2024 بجودة تتخطى حدود الزمن بفضل التصميم الدقيق والمرهف للآلئ المصنوعة من الراتنج وأحجار الكريستال. سوار مرصع بأحجار الكريستال المتلألئة، تكتمل بدلاية على شكل شعار مقصوص وحبة لؤلؤ متدلية من الراتنج. يمكن تنسيقه مع إكسسوارات أخرى من التشكيلة ذاتها.
797593I98758623,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708966849/797593_I9875_8623_001_100_0000_Light.jpg,FASHION JEWELRY,430.0,أقراط Gucci Blondie مزيّنة باللؤلؤ والكريستال,تغتني مجموعة Gucci Blondie، التي ترمز إلى شعار G المتشابك بشكل مستدير، لمجموعة ما قبل الخريف 2024 بجودة تتخطى حدود الزمن بفضل التصميم الدقيق والمرهف للآلئ المصنوعة من الراتنج وأحجار الكريستال. يتميّز هذان القرطان بشعار مقصوص مع حبة كريستال متدلية على أحد الجانبَين وحبة اللؤلؤ من الراتنج على الجانب الآخر. يمكن تنسيقه مع إكسسوارات أخرى من التشكيلة ذاتها.
797530I98758623,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716454848/797530_I9875_8623_001_100_0000_Light.jpg,FASHION JEWELRY,600.0,قلادة Gucci Blondie مزيّنة بالكريستال,تغتني مجموعة Gucci Blondie، التي ترمز إلى شعار G المتشابك بشكل مستدير، لمجموعة ما قبل الخريف 2024 بجودة تتخطى حدود الزمن بفضل التصميم الدقيق والمرهف للآلئ المصنوعة من الراتنج وأحجار الكريستال. قلادة مرصعة بأحجار الكريستال المتلألئة، تكتمل بدلاية على شكل شعار مقصوص وحبة لؤلؤ متدلية من الراتنج. يمكن تنسيقه مع إكسسوارات أخرى من التشكيلة ذاتها.
797514I33308112,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716914885/797514_I3330_8112_001_100_0000_Light.jpg,EYEWEAR,565.0,نظارات شمسية بإطار أفياتور,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار معدني باللون الفضي اللامع مع شريط ويب وشعار Gucci.
797514I33318077,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1716914886/797514_I3331_8077_001_100_0000_Light.jpg,EYEWEAR,625.0,نظارات شمسية بإطار أفياتور,تجمع مجموعة ما قبل الخريف 2024 للنظارات بنجاح ما بين التصاميم التي كانت رائجة في العقود المنصرمة وطابع الشعار العصري. وفي هذا التصميم، يتم تنسيق إطار معدني باللون الذهبي اللامع مع شريط ويب وشعار Gucci. يكتمل التصميم بعدستَين بنقش GG باللون الأصفر.
797506XDC4C4100,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1713981698/797506_XDC4C_4100_001_100_0000_Light.jpg,WOMENS RTW,1700.0,تنورة من الجينز المطرز بالقَصّة العادية,تعكس التركيبة بين الألوان الأزرق والأحمر والأبيض مزاج العطل الصيفية، مما يسهّل ارتداء الملابس ويجعل تنسيقها بسيطاً جداً. يتم تقديم هذه التنورة بالتصميم الدائري بقماش جينز من القطن المعتّق باللون الأزرق الداكن وتتميّز بتطريز أحادي اللون لشعار Gucci.
797497JCF278062,https://media.gucci.com/style/DarkGray_Center_0_0_2400x2400/1708966848/797497_JCF27_8062_001_100_0000_Light.jpg,FASHION JEWELRY,430.0,أقراط Gucci Blondie مزيّنة باللؤلؤ من الراتنج,تغتني مجموعة Gucci Blondie، التي ترمز إلى شعار G المتشابك بشكل مستدير، لمجموعة ما قبل الخريف 2024 بجودة تتخطى حدود الزمن بفضل التصميم الدقيق والمرهف للآلئ المصنوعة من الراتنج وأحجار الكريستال. يتميّز هذان القرطان بشعار مقصوص مع حبات لؤلؤ متدلية فاخرة من الراتنج. يمكن تنسيقه مع إكسسوارات أخرى من التشكيلة ذاتها.
